Date,Price,Open,High,Low,Vol.,Change %
"Thursday, February 2, 2017","2,280.85","2,276.69","2,283.97","2,271.65",-,0.06%
"Wednesday, February 1, 2017","2,279.55","2,285.59","2,289.14","2,272.44",-,0.03%
"Tuesday, January 31, 2017","2,278.87","2,274.02","2,279.09","2,267.21",-,-0.09%
"Monday, January 30, 2017","2,280.90","2,286.01","2,286.01","2,268.04",-,-0.60%
"Friday, January 27, 2017","2,294.69","2,299.02","2,299.02","2,291.62",-,-0.09%
"Thursday, January 26, 2017","2,296.68","2,298.63","2,300.99","2,294.08",-,-0.07%
"Wednesday, January 25, 2017","2,298.37","2,288.88","2,299.55","2,288.88",-,0.80%
"Tuesday, January 24, 2017","2,280.07","2,267.88","2,284.63","2,266.68",-,0.66%
"Monday, January 23, 2017","2,265.20","2,267.78","2,271.78","2,257.02",-,-0.27%
"Friday, January 20, 2017","2,271.31","2,269.96","2,276.96","2,265.01",-,0.34%
"Thursday, January 19, 2017","2,263.69","2,271.90","2,274.33","2,258.41",-,-0.36%
"Wednesday, January 18, 2017","2,271.89","2,269.14","2,272.01","2,263.35",-,0.18%
"Tuesday, January 17, 2017","2,267.89","2,269.14","2,272.08","2,262.81",-,-0.30%
"Friday, January 13, 2017","2,274.64","2,272.74","2,278.68","2,271.51",-,0.18%
"Thursday, January 12, 2017","2,270.44","2,271.14","2,271.78","2,254.25",-,-0.21%
"Wednesday, January 11, 2017","2,275.32","2,268.60","2,275.32","2,260.83",-,0.28%
"Tuesday, January 10, 2017","2,268.90","2,269.72","2,279.27","2,265.27",-,0.00%
"Monday, January 9, 2017","2,268.90","2,273.59","2,275.49","2,268.90",-,-0.35%
"Friday, January 6, 2017","2,276.98","2,271.14","2,282.10","2,264.06",-,0.35%
"Thursday, January 5, 2017","2,269.00","2,268.18","2,271.50","2,260.45",-,-0.08%
"Wednesday, January 4, 2017","2,270.75","2,261.60","2,272.82","2,261.60",-,0.57%
"Tuesday, January 3, 2017","2,257.83","2,251.57","2,263.88","2,245.13",-,0.85%
"Friday, December 30, 2016","2,238.83","2,251.61","2,253.58","2,233.62",-,-0.46%
"Thursday, December 29, 2016","2,249.26","2,249.50","2,254.51","2,244.56",-,-0.03%
"Wednesday, December 28, 2016","2,249.92","2,270.23","2,271.31","2,249.11",-,-0.84%
"Tuesday, December 27, 2016","2,268.88","2,266.23","2,273.82","2,266.15",-,0.22%
"Friday, December 23, 2016","2,263.79","2,260.25","2,263.79","2,258.84",-,0.13%
"Thursday, December 22, 2016","2,260.96","2,262.93","2,263.18","2,256.08",-,-0.19%
"Wednesday, December 21, 2016","2,265.18","2,270.54","2,271.23","2,265.15",-,-0.25%
"Tuesday, December 20, 2016","2,270.76","2,266.50","2,272.56","2,266.14",-,0.36%
"Monday, December 19, 2016","2,262.53","2,259.24","2,267.47","2,258.21",-,0.20%
"Friday, December 16, 2016","2,258.07","2,266.81","2,268.05","2,254.24",-,-0.18%
"Thursday, December 15, 2016","2,262.03","2,253.77","2,272.12","2,253.77",-,0.39%
"Wednesday, December 14, 2016","2,253.28","2,268.35","2,276.20","2,248.44",-,-0.81%
"Tuesday, December 13, 2016","2,271.72","2,263.32","2,277.53","2,263.32",-,0.65%
"Monday, December 12, 2016","2,256.96","2,258.83","2,264.03","2,252.37",-,-0.11%
"Friday, December 9, 2016","2,259.53","2,249.73","2,259.80","2,249.23",-,0.59%
"Thursday, December 8, 2016","2,246.19","2,241.13","2,251.69","2,237.57",-,0.22%
"Wednesday, December 7, 2016","2,241.35","2,210.72","2,241.63","2,208.93",-,1.32%
"Tuesday, December 6, 2016","2,212.23","2,207.26","2,212.78","2,202.21",-,0.34%
"Monday, December 5, 2016","2,204.71","2,200.65","2,209.42","2,199.97",-,0.58%
"Friday, December 2, 2016","2,191.95","2,191.12","2,197.95","2,188.37",-,0.04%
"Thursday, December 1, 2016","2,191.08","2,200.17","2,202.60","2,187.44",-,-0.35%
"Wednesday, November 30, 2016","2,198.81","2,204.97","2,214.10","2,198.81",-,-0.27%
"Tuesday, November 29, 2016","2,204.66","2,200.76","2,210.46","2,198.15",-,0.13%
"Monday, November 28, 2016","2,201.72","2,210.21","2,211.14","2,200.36",-,-0.53%
"Friday, November 25, 2016","2,213.35","2,206.27","2,213.35","2,206.27",-,0.39%
"Wednesday, November 23, 2016","2,204.72","2,198.55","2,204.72","2,194.51",-,0.08%
"Tuesday, November 22, 2016","2,202.94","2,201.56","2,204.80","2,194.51",-,0.22%
"Monday, November 21, 2016","2,198.18","2,186.43","2,198.70","2,186.43",-,0.75%
"Friday, November 18, 2016","2,181.90","2,186.85","2,189.89","2,180.38",-,-0.24%
"Thursday, November 17, 2016","2,187.12","2,178.61","2,188.06","2,176.65",-,0.47%
"Wednesday, November 16, 2016","2,176.94","2,177.53","2,179.22","2,172.20",-,-0.16%
"Tuesday, November 15, 2016","2,180.39","2,168.29","2,180.84","2,166.38",-,0.75%
"Monday, November 14, 2016","2,164.20","2,165.64","2,171.36","2,156.08",-,-0.01%
"Friday, November 11, 2016","2,164.45","2,162.71","2,165.92","2,152.49",-,-0.14%
"Thursday, November 10, 2016","2,167.48","2,167.49","2,182.30","2,151.17",-,0.20%
"Wednesday, November 9, 2016","2,163.26","2,131.56","2,170.10","2,125.35",-,1.11%
"Tuesday, November 8, 2016","2,139.56","2,129.92","2,146.87","2,123.56",-,0.38%
"Monday, November 7, 2016","2,131.52","2,100.59","2,132.00","2,100.59",-,2.22%
"Friday, November 4, 2016","2,085.18","2,083.79","2,099.07","2,083.79",-,-0.17%
"Thursday, November 3, 2016","2,088.66","2,098.80","2,102.56","2,085.23",-,-0.44%
"Wednesday, November 2, 2016","2,097.94","2,109.43","2,111.76","2,094.00",-,-0.65%
"Tuesday, November 1, 2016","2,111.72","2,128.68","2,131.45","2,097.85",-,-0.68%
"Monday, October 31, 2016","2,126.15","2,129.78","2,133.25","2,125.53",-,-0.01%
"Friday, October 28, 2016","2,126.41","2,132.23","2,140.72","2,119.36",-,-0.31%
"Thursday, October 27, 2016","2,133.04","2,144.06","2,147.13","2,132.52",-,-0.30%
"Wednesday, October 26, 2016","2,139.43","2,136.97","2,145.73","2,131.59",-,-0.17%
"Tuesday, October 25, 2016","2,143.16","2,149.72","2,151.44","2,141.93",-,-0.38%
"Monday, October 24, 2016","2,151.33","2,148.50","2,154.79","2,146.91",-,0.47%
"Friday, October 21, 2016","2,141.16","2,139.43","2,142.63","2,130.09",-,-0.01%
"Thursday, October 20, 2016","2,141.34","2,142.51","2,147.18","2,133.44",-,-0.14%
"Wednesday, October 19, 2016","2,144.29","2,140.81","2,148.44","2,138.15",-,0.22%
"Tuesday, October 18, 2016","2,139.60","2,138.31","2,144.38","2,135.49",-,0.62%
"Monday, October 17, 2016","2,126.50","2,132.95","2,135.61","2,124.43",-,-0.30%
"Friday, October 14, 2016","2,132.98","2,139.68","2,149.19","2,132.98",-,0.02%
"Thursday, October 13, 2016","2,132.55","2,130.26","2,138.19","2,114.72",-,-0.31%
"Wednesday, October 12, 2016","2,139.18","2,137.67","2,145.36","2,132.77",-,0.11%
"Tuesday, October 11, 2016","2,136.73","2,161.35","2,161.56","2,128.84",-,-1.24%
"Monday, October 10, 2016","2,163.66","2,160.39","2,169.60","2,160.39",-,0.46%
"Friday, October 7, 2016","2,153.74","2,164.19","2,165.86","2,144.85",-,-0.33%
"Thursday, October 6, 2016","2,160.77","2,158.22","2,162.93","2,150.28",-,0.05%
"Wednesday, October 5, 2016","2,159.73","2,155.15","2,163.95","2,155.15",-,0.43%
"Tuesday, October 4, 2016","2,150.49","2,163.37","2,165.46","2,144.01",-,-0.50%
"Monday, October 3, 2016","2,161.20","2,164.33","2,164.41","2,154.77",-,-0.33%
"Friday, September 30, 2016","2,168.27","2,156.51","2,175.30","2,156.51",-,0.80%
"Thursday, September 29, 2016","2,151.13","2,168.90","2,172.67","2,145.20",-,-0.93%
"Wednesday, September 28, 2016","2,171.37","2,161.85","2,172.40","2,151.79",-,0.53%
"Tuesday, September 27, 2016","2,159.93","2,146.04","2,161.13","2,141.55",-,0.64%
"Monday, September 26, 2016","2,146.10","2,158.54","2,158.54","2,145.04",-,-0.86%
"Friday, September 23, 2016","2,164.69","2,173.29","2,173.75","2,163.97",-,-0.57%
"Thursday, September 22, 2016","2,177.18","2,170.94","2,179.99","2,170.94",-,0.65%
"Wednesday, September 21, 2016","2,163.12","2,144.58","2,165.11","2,139.57",-,1.09%
"Tuesday, September 20, 2016","2,139.76","2,145.94","2,150.80","2,139.17",-,0.03%
"Monday, September 19, 2016","2,139.12","2,143.99","2,153.61","2,135.91",-,0.00%
"Friday, September 16, 2016","2,139.16","2,146.48","2,146.48","2,131.20",-,-0.38%
"Thursday, September 15, 2016","2,147.26","2,125.36","2,151.31","2,122.36",-,1.01%
"Wednesday, September 14, 2016","2,125.77","2,127.86","2,141.33","2,119.90",-,-0.06%
"Tuesday, September 13, 2016","2,127.02","2,150.47","2,150.47","2,120.27",-,-1.48%
"Monday, September 12, 2016","2,159.04","2,120.86","2,163.30","2,119.12",-,1.47%
"Friday, September 9, 2016","2,127.81","2,169.08","2,169.08","2,127.81",-,-2.45%
"Thursday, September 8, 2016","2,181.30","2,182.76","2,184.94","2,177.49",-,-0.22%
"Wednesday, September 7, 2016","2,186.16","2,185.17","2,187.87","2,179.07",-,-0.01%
"Tuesday, September 6, 2016","2,186.48","2,181.61","2,186.57","2,175.10",-,0.30%
"Friday, September 2, 2016","2,179.98","2,177.49","2,184.87","2,173.59",-,0.42%
"Thursday, September 1, 2016","2,170.86","2,171.33","2,173.56","2,157.09",-,0.00%
"Wednesday, August 31, 2016","2,170.95","2,173.56","2,173.79","2,161.35",-,-0.24%
"Tuesday, August 30, 2016","2,176.12","2,179.45","2,182.27","2,170.41",-,-0.20%
"Monday, August 29, 2016","2,180.38","2,170.19","2,183.48","2,170.19",-,0.52%
"Friday, August 26, 2016","2,169.04","2,175.10","2,187.94","2,160.39",-,-0.16%
"Thursday, August 25, 2016","2,172.47","2,173.29","2,179.00","2,169.74",-,-0.14%
"Wednesday, August 24, 2016","2,175.44","2,185.09","2,186.66","2,171.25",-,-0.52%
"Tuesday, August 23, 2016","2,186.90","2,187.81","2,193.42","2,186.80",-,0.20%
"Monday, August 22, 2016","2,182.64","2,181.58","2,185.15","2,175.96",-,-0.06%
"Friday, August 19, 2016","2,183.87","2,184.24","2,185.00","2,175.13",-,-0.14%
"Thursday, August 18, 2016","2,187.02","2,181.90","2,187.03","2,180.46",-,0.22%
"Wednesday, August 17, 2016","2,182.22","2,177.84","2,183.08","2,168.50",-,0.19%
"Tuesday, August 16, 2016","2,178.15","2,186.24","2,186.24","2,178.14",-,-0.55%
"Monday, August 15, 2016","2,190.15","2,186.08","2,193.81","2,186.08",-,0.28%
"Friday, August 12, 2016","2,184.05","2,183.74","2,186.28","2,179.42",-,-0.08%
"Thursday, August 11, 2016","2,185.79","2,177.97","2,188.45","2,177.97",-,0.47%
"Wednesday, August 10, 2016","2,175.49","2,182.81","2,183.41","2,172.00",-,-0.29%
"Tuesday, August 9, 2016","2,181.74","2,182.24","2,187.66","2,178.61",-,0.04%
"Monday, August 8, 2016","2,180.89","2,183.76","2,185.44","2,177.85",-,-0.09%
"Friday, August 5, 2016","2,182.87","2,168.79","2,182.87","2,168.79",-,0.86%
"Thursday, August 4, 2016","2,164.25","2,163.51","2,168.19","2,159.07",-,0.02%
"Wednesday, August 3, 2016","2,163.79","2,156.81","2,163.79","2,152.56",-,0.31%
"Tuesday, August 2, 2016","2,157.03","2,169.94","2,170.20","2,147.58",-,-0.64%
"Monday, August 1, 2016","2,170.84","2,173.15","2,178.29","2,166.21",-,-0.13%
"Friday, July 29, 2016","2,173.60","2,168.83","2,177.09","2,163.49",-,0.16%
"Thursday, July 28, 2016","2,170.06","2,166.05","2,172.85","2,159.74",-,0.16%
"Wednesday, July 27, 2016","2,166.58","2,169.81","2,174.98","2,159.07",-,-0.12%
"Tuesday, July 26, 2016","2,169.18","2,168.97","2,173.54","2,160.18",-,0.03%
"Monday, July 25, 2016","2,168.48","2,173.71","2,173.71","2,161.95",-,-0.30%
"Friday, July 22, 2016","2,175.03","2,166.47","2,175.11","2,163.24",-,0.46%
"Thursday, July 21, 2016","2,165.17","2,172.91","2,174.56","2,159.75",-,-0.36%
"Wednesday, July 20, 2016","2,173.02","2,166.10","2,175.63","2,164.89",-,0.43%
"Tuesday, July 19, 2016","2,163.78","2,163.79","2,164.63","2,159.01",-,-0.14%
"Monday, July 18, 2016","2,166.89","2,162.04","2,168.35","2,159.63",-,0.24%
"Friday, July 15, 2016","2,161.74","2,165.13","2,169.05","2,155.79",-,-0.09%
"Thursday, July 14, 2016","2,163.75","2,157.88","2,168.99","2,157.88",-,0.53%
"Wednesday, July 13, 2016","2,152.43","2,153.81","2,156.45","2,146.21",-,0.01%
"Tuesday, July 12, 2016","2,152.14","2,139.50","2,155.40","2,139.50",-,0.70%
"Monday, July 11, 2016","2,137.16","2,131.72","2,143.16","2,131.72",-,0.34%
"Friday, July 8, 2016","2,129.90","2,106.97","2,131.71","2,106.97",-,1.53%
"Thursday, July 7, 2016","2,097.90","2,100.42","2,109.08","2,089.39",-,-0.09%
"Wednesday, July 6, 2016","2,099.73","2,084.43","2,100.72","2,074.02",-,0.54%
"Tuesday, July 5, 2016","2,088.55","2,095.05","2,095.05","2,080.86",-,-0.68%
"Friday, July 1, 2016","2,102.95","2,099.34","2,108.71","2,097.90",-,0.19%
"Thursday, June 30, 2016","2,098.86","2,073.17","2,098.94","2,070.00",-,1.36%
"Wednesday, June 29, 2016","2,070.77","2,042.69","2,073.13","2,042.69",-,1.70%
"Tuesday, June 28, 2016","2,036.09","2,006.67","2,036.09","2,006.67",-,1.78%
"Monday, June 27, 2016","2,000.54","2,031.45","2,031.45","1,991.68",-,-1.81%
"Friday, June 24, 2016","2,037.41","2,103.81","2,103.81","2,032.57",-,-3.59%
"Thursday, June 23, 2016","2,113.32","2,092.80","2,113.32","2,092.80",-,1.34%
"Wednesday, June 22, 2016","2,085.45","2,089.75","2,099.71","2,084.36",-,-0.17%
"Tuesday, June 21, 2016","2,088.90","2,085.19","2,093.66","2,083.02",-,0.27%
"Monday, June 20, 2016","2,083.25","2,075.58","2,100.66","2,075.58",-,0.58%
"Friday, June 17, 2016","2,071.22","2,078.20","2,078.20","2,062.84",-,-0.33%
"Thursday, June 16, 2016","2,077.99","2,066.36","2,079.62","2,050.37",-,0.31%
"Wednesday, June 15, 2016","2,071.50","2,077.60","2,085.65","2,069.80",-,-0.18%
"Tuesday, June 14, 2016","2,075.32","2,076.65","2,081.30","2,064.10",-,-0.18%
"Monday, June 13, 2016","2,079.06","2,091.75","2,098.12","2,078.46",-,-0.81%
"Friday, June 10, 2016","2,096.07","2,109.57","2,109.57","2,089.96",-,-0.92%
"Thursday, June 9, 2016","2,115.48","2,115.65","2,117.64","2,107.73",-,-0.17%
"Wednesday, June 8, 2016","2,119.12","2,112.71","2,120.55","2,112.71",-,0.33%
"Tuesday, June 7, 2016","2,112.13","2,110.18","2,119.22","2,110.18",-,0.13%
"Monday, June 6, 2016","2,109.41","2,100.83","2,113.36","2,100.83",-,0.49%
"Friday, June 3, 2016","2,099.13","2,104.07","2,104.07","2,085.36",-,-0.29%
"Thursday, June 2, 2016","2,105.26","2,097.71","2,105.26","2,088.59",-,0.28%
"Wednesday, June 1, 2016","2,099.33","2,093.94","2,100.97","2,085.10",-,0.11%
"Tuesday, May 31, 2016","2,096.96","2,100.13","2,103.48","2,088.66",-,-0.10%
"Friday, May 27, 2016","2,099.06","2,090.06","2,099.06","2,090.06",-,0.43%
"Thursday, May 26, 2016","2,090.10","2,091.44","2,094.30","2,087.08",-,-0.02%
"Wednesday, May 25, 2016","2,090.54","2,078.93","2,094.73","2,078.93",-,0.70%
"Tuesday, May 24, 2016","2,076.06","2,052.65","2,079.67","2,052.65",-,1.37%
"Monday, May 23, 2016","2,048.04","2,052.23","2,055.58","2,047.26",-,-0.21%
"Friday, May 20, 2016","2,052.32","2,041.88","2,058.35","2,041.88",-,0.60%
"Thursday, May 19, 2016","2,040.04","2,044.21","2,044.21","2,025.91",-,-0.37%
"Wednesday, May 18, 2016","2,047.63","2,044.38","2,060.61","2,034.49",-,0.02%
"Tuesday, May 17, 2016","2,047.21","2,065.04","2,065.69","2,040.82",-,-0.94%
"Monday, May 16, 2016","2,066.66","2,046.53","2,071.88","2,046.53",-,0.98%
"Friday, May 13, 2016","2,046.61","2,062.50","2,066.79","2,043.13",-,-0.85%
"Thursday, May 12, 2016","2,064.11","2,067.17","2,073.99","2,053.13",-,-0.02%
"Wednesday, May 11, 2016","2,064.46","2,083.29","2,083.29","2,064.46",-,-0.96%
"Tuesday, May 10, 2016","2,084.39","2,062.63","2,084.87","2,062.63",-,1.25%
"Monday, May 9, 2016","2,058.69","2,057.55","2,064.15","2,054.31",-,0.08%
"Friday, May 6, 2016","2,057.14","2,047.77","2,057.72","2,039.45",-,0.32%
"Thursday, May 5, 2016","2,050.63","2,052.95","2,060.23","2,045.77",-,-0.02%
"Wednesday, May 4, 2016","2,051.12","2,060.30","2,060.30","2,045.55",-,-0.59%
"Tuesday, May 3, 2016","2,063.37","2,077.18","2,077.18","2,054.89",-,-0.87%
"Monday, May 2, 2016","2,081.43","2,067.17","2,083.42","2,066.11",-,0.78%
"Friday, April 29, 2016","2,065.30","2,071.82","2,073.85","2,052.28",-,-0.51%
"Thursday, April 28, 2016","2,075.81","2,090.93","2,099.30","2,071.62",-,-0.92%
"Wednesday, April 27, 2016","2,095.15","2,092.33","2,099.89","2,082.31",-,0.16%
"Tuesday, April 26, 2016","2,091.70","2,089.84","2,096.87","2,085.80",-,0.19%
"Monday, April 25, 2016","2,087.79","2,089.37","2,089.37","2,077.52",-,-0.18%
"Friday, April 22, 2016","2,091.58","2,091.49","2,094.32","2,081.20",-,0.00%
"Thursday, April 21, 2016","2,091.48","2,102.09","2,103.78","2,088.52",-,-0.52%
"Wednesday, April 20, 2016","2,102.40","2,101.52","2,111.05","2,096.32",-,0.08%
"Tuesday, April 19, 2016","2,100.80","2,096.05","2,104.05","2,091.68",-,0.31%
"Monday, April 18, 2016","2,094.34","2,078.83","2,094.66","2,073.65",-,0.65%
"Friday, April 15, 2016","2,080.73","2,083.10","2,083.22","2,076.31",-,-0.10%
"Thursday, April 14, 2016","2,082.78","2,082.89","2,087.84","2,078.13",-,0.02%
"Wednesday, April 13, 2016","2,082.42","2,065.92","2,083.18","2,065.92",-,1.00%
"Tuesday, April 12, 2016","2,061.72","2,043.72","2,065.05","2,039.74",-,0.97%
"Monday, April 11, 2016","2,041.99","2,050.23","2,062.93","2,041.88",-,-0.27%
"Friday, April 8, 2016","2,047.60","2,045.54","2,060.63","2,041.69",-,0.28%
"Thursday, April 7, 2016","2,041.91","2,063.01","2,063.01","2,033.80",-,-1.20%
"Wednesday, April 6, 2016","2,066.66","2,045.56","2,067.33","2,043.09",-,1.05%
"Tuesday, April 5, 2016","2,045.17","2,062.50","2,062.50","2,042.56",-,-1.01%
"Monday, April 4, 2016","2,066.13","2,073.19","2,074.02","2,062.57",-,-0.32%
"Friday, April 1, 2016","2,072.78","2,056.62","2,075.07","2,043.98",-,0.63%
"Thursday, March 31, 2016","2,059.74","2,063.77","2,067.92","2,057.46",-,-0.20%
"Wednesday, March 30, 2016","2,063.95","2,058.27","2,072.21","2,058.27",-,0.44%
"Tuesday, March 29, 2016","2,055.01","2,035.75","2,055.91","2,028.31",-,0.88%
"Monday, March 28, 2016","2,037.05","2,037.89","2,042.67","2,031.96",-,0.05%
"Thursday, March 24, 2016","2,035.94","2,032.48","2,036.04","2,022.49",-,-0.04%
"Wednesday, March 23, 2016","2,036.71","2,048.55","2,048.55","2,034.86",-,-0.64%
"Tuesday, March 22, 2016","2,049.80","2,048.64","2,056.60","2,040.57",-,-0.09%
"Monday, March 21, 2016","2,051.60","2,047.88","2,053.91","2,043.14",-,0.10%
"Friday, March 18, 2016","2,049.58","2,041.16","2,052.36","2,041.16",-,0.44%
"Thursday, March 17, 2016","2,040.59","2,026.90","2,046.24","2,022.16",-,0.66%
"Wednesday, March 16, 2016","2,027.22","2,014.24","2,032.02","2,010.04",-,0.56%
"Tuesday, March 15, 2016","2,015.93","2,015.27","2,015.94","2,005.23",-,-0.18%
"Monday, March 14, 2016","2,019.64","2,019.27","2,024.57","2,012.05",-,-0.13%
"Friday, March 11, 2016","2,022.19","1,994.71","2,022.37","1,994.71",-,1.64%
"Thursday, March 10, 2016","1,989.57","1,990.97","2,005.08","1,969.25",-,0.02%
"Wednesday, March 9, 2016","1,989.26","1,981.44","1,992.69","1,979.84",-,0.51%
"Tuesday, March 8, 2016","1,979.26","1,996.88","1,996.88","1,977.43",-,-1.12%
"Monday, March 7, 2016","2,001.76","1,996.11","2,006.12","1,989.38",-,0.09%
"Friday, March 4, 2016","1,999.99","1,994.01","2,009.13","1,986.77",-,0.33%
"Thursday, March 3, 2016","1,993.40","1,985.60","1,993.69","1,977.37",-,0.35%
"Wednesday, March 2, 2016","1,986.45","1,976.60","1,986.51","1,968.80",-,0.41%
"Tuesday, March 1, 2016","1,978.35","1,937.09","1,978.35","1,937.09",-,2.39%
"Monday, February 29, 2016","1,932.23","1,947.13","1,958.27","1,931.81",-,-0.81%
"Friday, February 26, 2016","1,948.05","1,954.95","1,962.96","1,945.78",-,-0.19%
"Thursday, February 25, 2016","1,951.70","1,931.87","1,951.83","1,925.41",-,1.13%
"Wednesday, February 24, 2016","1,929.80","1,917.56","1,932.08","1,891.00",-,0.44%
"Tuesday, February 23, 2016","1,921.27","1,942.38","1,942.38","1,919.44",-,-1.25%
"Monday, February 22, 2016","1,945.50","1,924.44","1,946.70","1,924.44",-,1.45%
"Friday, February 19, 2016","1,917.78","1,916.74","1,918.78","1,902.17",-,0.00%
"Thursday, February 18, 2016","1,917.83","1,927.57","1,930.00","1,915.09",-,-0.47%
"Wednesday, February 17, 2016","1,926.82","1,898.80","1,930.68","1,898.80",-,1.65%
"Tuesday, February 16, 2016","1,895.58","1,871.44","1,895.77","1,871.44",-,1.65%
"Friday, February 12, 2016","1,864.78","1,833.40","1,864.78","1,833.40",-,1.95%
"Thursday, February 11, 2016","1,829.08","1,847.00","1,847.00","1,810.10",-,-1.23%
"Wednesday, February 10, 2016","1,851.86","1,857.10","1,881.60","1,850.32",-,-0.02%
"Tuesday, February 9, 2016","1,852.21","1,848.46","1,868.25","1,834.94",-,-0.07%
"Monday, February 8, 2016","1,853.44","1,873.25","1,873.25","1,828.46",-,-1.42%
"Friday, February 5, 2016","1,880.05","1,913.07","1,913.07","1,872.65",-,-1.85%
"Thursday, February 4, 2016","1,915.45","1,911.67","1,927.35","1,900.52",-,0.15%
"Wednesday, February 3, 2016","1,912.53","1,907.07","1,918.01","1,872.23",-,0.50%
"Tuesday, February 2, 2016","1,903.03","1,935.26","1,935.26","1,897.29",-,-1.87%
"Monday, February 1, 2016","1,939.38","1,936.94","1,947.20","1,920.30",-,-0.04%
"Friday, January 29, 2016","1,940.24","1,894.00","1,940.24","1,894.00",-,2.48%
"Thursday, January 28, 2016","1,893.36","1,885.22","1,902.96","1,873.65",-,0.55%
"Wednesday, January 27, 2016","1,882.95","1,902.52","1,916.99","1,872.70",-,-1.09%
"Tuesday, January 26, 2016","1,903.63","1,878.79","1,906.73","1,878.79",-,1.41%
"Monday, January 25, 2016","1,877.08","1,906.28","1,906.28","1,875.97",-,-1.56%
"Friday, January 22, 2016","1,906.90","1,877.40","1,908.85","1,877.40",-,2.03%
"Thursday, January 21, 2016","1,868.99","1,861.46","1,889.85","1,848.98",-,0.52%
"Wednesday, January 20, 2016","1,859.33","1,876.18","1,876.18","1,812.29",-,-1.17%
"Tuesday, January 19, 2016","1,881.33","1,888.66","1,901.44","1,864.60",-,0.05%
"Friday, January 15, 2016","1,880.33","1,916.68","1,916.68","1,857.83",-,-2.16%
"Thursday, January 14, 2016","1,921.84","1,891.68","1,934.47","1,878.93",-,1.67%
"Wednesday, January 13, 2016","1,890.28","1,940.34","1,950.33","1,886.41",-,-2.50%
"Tuesday, January 12, 2016","1,938.68","1,927.83","1,947.38","1,914.35",-,0.78%
"Monday, January 11, 2016","1,923.67","1,926.12","1,935.65","1,901.10",-,0.09%
"Friday, January 8, 2016","1,922.03","1,945.97","1,960.40","1,918.46",-,-1.08%
"Thursday, January 7, 2016","1,943.09","1,985.32","1,985.32","1,938.83",-,-2.37%
"Wednesday, January 6, 2016","1,990.26","2,011.71","2,011.71","1,979.05",-,-1.31%
"Tuesday, January 5, 2016","2,016.71","2,013.78","2,021.94","2,004.17",-,0.20%
"Monday, January 4, 2016","2,012.66","2,038.20","2,038.20","1,989.68",-,-1.53%
"Thursday, December 31, 2015","2,043.94","2,060.59","2,062.54","2,043.62",-,-0.94%
"Wednesday, December 30, 2015","2,063.36","2,077.34","2,077.34","2,061.97",-,-0.72%
"Tuesday, December 29, 2015","2,078.36","2,060.54","2,081.56","2,060.54",-,1.06%
"Monday, December 28, 2015","2,056.50","2,057.77","2,057.77","2,044.20",-,-0.22%
"Thursday, December 24, 2015","2,060.99","2,063.52","2,067.36","2,058.73",-,-0.16%
"Wednesday, December 23, 2015","2,064.29","2,042.20","2,064.73","2,042.20",-,1.24%
"Tuesday, December 22, 2015","2,038.97","2,023.15","2,042.74","2,020.49",-,0.88%
"Monday, December 21, 2015","2,021.15","2,010.27","2,022.90","2,005.93",-,0.78%
"Friday, December 18, 2015","2,005.55","2,040.81","2,040.81","2,005.33",-,-1.78%
"Thursday, December 17, 2015","2,041.89","2,073.76","2,076.37","2,041.66",-,-1.50%
"Wednesday, December 16, 2015","2,073.07","2,046.50","2,076.72","2,042.43",-,1.45%
"Tuesday, December 15, 2015","2,043.41","2,025.55","2,053.87","2,025.55",-,1.06%
"Monday, December 14, 2015","2,021.94","2,013.37","2,022.92","1,993.26",-,0.48%
"Friday, December 11, 2015","2,012.37","2,047.27","2,047.27","2,008.80",-,-1.94%
"Thursday, December 10, 2015","2,052.23","2,047.93","2,067.65","2,045.67",-,0.23%
"Wednesday, December 9, 2015","2,047.62","2,061.17","2,080.33","2,036.53",-,-0.77%
"Tuesday, December 8, 2015","2,063.59","2,073.39","2,073.85","2,052.32",-,-0.65%
"Monday, December 7, 2015","2,077.07","2,090.42","2,090.42","2,066.78",-,-0.70%
"Friday, December 4, 2015","2,091.69","2,051.24","2,093.84","2,051.24",-,2.05%
"Thursday, December 3, 2015","2,049.62","2,080.71","2,085.00","2,042.35",-,-1.44%
"Wednesday, December 2, 2015","2,079.51","2,101.71","2,104.27","2,077.11",-,-1.10%
"Tuesday, December 1, 2015","2,102.63","2,082.93","2,103.37","2,082.93",-,1.07%
"Monday, November 30, 2015","2,080.41","2,090.95","2,093.81","2,080.41",-,-0.46%
"Friday, November 27, 2015","2,090.11","2,088.82","2,093.29","2,084.13",-,0.06%
"Wednesday, November 25, 2015","2,088.87","2,089.30","2,093.00","2,086.30",-,-0.01%
"Tuesday, November 24, 2015","2,089.14","2,084.42","2,094.12","2,070.29",-,0.12%
"Monday, November 23, 2015","2,086.59","2,089.41","2,095.61","2,081.39",-,-0.12%
"Friday, November 20, 2015","2,089.17","2,082.82","2,097.06","2,082.82",-,0.38%
"Thursday, November 19, 2015","2,081.24","2,083.70","2,086.74","2,078.76",-,-0.11%
"Wednesday, November 18, 2015","2,083.58","2,051.99","2,085.31","2,051.99",-,1.62%
"Tuesday, November 17, 2015","2,050.44","2,053.67","2,066.69","2,045.90",-,-0.13%
"Monday, November 16, 2015","2,053.19","2,022.08","2,053.22","2,019.39",-,1.49%
"Friday, November 13, 2015","2,023.04","2,044.64","2,044.64","2,022.02",-,-1.12%
