Date,Open,High,Low,Close,Adj Close,Volume
2016-04-01,204.350006,207.139999,203.979996,206.919998,185.778214,114423500
2016-04-04,206.830002,207.070007,205.889999,206.250000,185.176682,63497000
2016-04-05,204.669998,206.259995,203.889999,204.190002,183.327164,99662200
2016-04-06,204.190002,206.490005,203.979996,206.419998,185.329300,91839800
2016-04-07,205.139999,205.559998,203.089996,203.949997,183.111679,113859000
2016-04-08,205.339996,205.850006,203.869995,204.500000,183.605515,95040600
2016-04-11,205.250000,206.070007,203.910004,204.020004,183.174530,83757500
2016-04-12,204.220001,206.250000,203.699997,205.919998,184.880371,115350600
2016-04-13,207.000000,208.100006,206.839996,208.000000,186.747864,96336400
2016-04-14,208.070007,208.600006,207.600006,208.009995,186.756882,65212900
2016-04-15,208.009995,208.169998,207.399994,207.779999,186.550385,75761600
2016-04-18,207.779999,209.279999,207.000000,209.240005,187.861206,82531000
2016-04-19,209.740005,210.199997,208.940002,209.899994,188.453705,88316100
2016-04-20,209.949997,210.919998,209.389999,210.100006,188.633331,81100300
2016-04-21,210.119995,210.250000,208.649994,208.970001,187.618759,85695000
2016-04-22,208.550003,209.289993,207.910004,208.970001,187.618759,99251700
2016-04-25,208.259995,208.660004,207.539993,208.610001,187.295547,66166500
2016-04-26,209.039993,209.520004,208.360001,208.919998,187.573853,75864200
2016-04-27,208.470001,209.809998,208.050003,209.350006,187.959976,77329400
2016-04-28,208.460007,209.759995,206.960007,207.449997,186.254089,97216200
2016-04-29,206.720001,207.130005,205.029999,206.330002,185.248535,142424100
2016-05-02,206.919998,208.179993,206.410004,207.970001,186.720947,62188000
2016-05-03,206.520004,206.800003,205.279999,206.160004,185.095871,106422100
2016-05-04,204.990005,205.850006,204.419998,205.009995,184.063385,92243800
2016-05-05,205.559998,205.979996,204.470001,204.970001,184.027512,67619200
2016-05-06,204.059998,205.770004,203.880005,205.720001,184.700806,89315000
2016-05-09,205.570007,206.399994,205.360001,205.889999,184.853470,74374900
2016-05-10,206.720001,208.470001,206.639999,208.449997,187.151871,77472200
2016-05-11,207.910004,208.539993,206.500000,206.500000,185.401123,81727000
2016-05-12,207.289993,207.490005,205.369995,206.559998,185.455017,89586300
2016-05-13,206.210007,206.860001,204.380005,204.759995,183.838913,96474600
2016-05-16,204.960007,207.339996,204.889999,206.779999,185.652496,77486800
2016-05-17,206.460007,206.800003,204.229996,204.850006,183.919693,114924900
2016-05-18,204.440002,206.300003,203.630005,204.910004,183.973602,120062100
2016-05-19,204.059998,204.539993,202.779999,204.199997,183.336166,115430500
2016-05-20,204.919998,206.100006,204.860001,205.490005,184.494324,104990400
2016-05-23,205.509995,205.839996,204.990005,205.210007,184.242981,58682600
2016-05-24,206.169998,208.240005,206.139999,207.869995,186.631165,93537800
2016-05-25,208.669998,209.770004,207.869995,209.279999,187.897064,76621400
2016-05-26,209.440002,209.710007,208.970001,209.339996,187.950958,55280700
2016-05-27,209.529999,210.250000,209.470001,210.240005,188.759048,64211200
2016-05-31,210.559998,210.690002,209.179993,209.839996,188.399857,109879400
2016-06-01,209.119995,210.479996,208.889999,210.270004,188.785950,69936200
2016-06-02,209.800003,210.929993,209.240005,210.910004,189.360565,63044700
2016-06-03,210.250000,210.690002,208.860001,210.279999,188.794937,101757100
2016-06-06,210.699997,211.770004,210.509995,211.350006,189.755585,64887000
2016-06-07,211.529999,212.339996,211.500000,211.679993,190.051865,60974800
2016-06-08,211.839996,212.520004,211.690002,212.369995,190.671371,66170900
2016-06-09,211.509995,212.220001,211.190002,212.080002,190.411041,73786900
2016-06-10,210.460007,210.860001,209.429993,210.070007,188.606384,113829200
2016-06-13,209.360001,210.369995,208.350006,208.449997,187.151871,117751200
2016-06-14,208.000000,208.740005,206.919998,208.039993,186.783737,125059300
2016-06-15,208.039993,209.360001,207.529999,207.750000,186.523422,109124500
2016-06-16,207.750000,208.570007,205.589996,208.369995,187.080063,149533100
2016-06-17,207.169998,207.199997,205.750000,206.520004,186.383362,117055700
2016-06-20,208.820007,209.610001,207.750000,207.850006,187.583618,82789600
2016-06-21,208.300003,208.919998,207.779999,208.440002,188.116180,72461700
2016-06-22,208.649994,209.500000,207.929993,208.100006,187.809341,95560500
2016-06-23,209.809998,210.869995,209.270004,210.809998,190.255035,102731400
2016-06-24,203.630005,210.850006,202.720001,203.240005,183.423218,333444400
2016-06-27,201.589996,201.600006,198.649994,199.600006,180.138062,230775800
2016-06-28,201.479996,203.229996,201.119995,203.199997,183.387039,159382400
2016-06-29,204.839996,206.929993,204.720001,206.660004,186.509705,137328600
2016-06-30,207.210007,209.539993,206.559998,209.479996,189.054703,165021900
2016-07-01,209.479996,210.490005,209.289993,209.919998,189.451828,106055300
2016-07-05,208.949997,209.080002,207.710007,208.410004,188.089066,109803700
2016-07-06,207.830002,209.800003,207.059998,209.660004,189.217224,96021500
2016-07-07,209.869995,210.649994,208.630005,209.529999,189.099899,85593800
2016-07-08,211.050003,212.940002,210.779999,212.649994,191.915649,133971000
2016-07-11,213.190002,214.070007,212.949997,213.399994,192.592499,73633900
2016-07-12,214.529999,215.300003,213.429993,214.949997,193.991364,101275600
2016-07-13,215.440002,215.449997,214.350006,214.919998,193.964294,87324100
2016-07-14,216.399994,216.669998,215.660004,216.119995,195.047318,91230900
2016-07-15,216.779999,217.009995,215.309998,215.830002,194.785583,107155400
2016-07-18,215.970001,216.600006,215.669998,216.410004,195.309036,58725900
2016-07-19,215.919998,216.229996,215.630005,216.190002,195.110504,54345700
2016-07-20,216.190002,217.369995,216.190002,217.089996,195.922729,58159500
2016-07-21,216.960007,217.220001,215.750000,216.270004,195.182709,67777300
2016-07-22,216.410004,217.300003,216.100006,217.240005,196.058090,62787500
2016-07-25,217.000000,217.059998,215.970001,216.649994,195.525635,55873100
2016-07-26,216.529999,217.169998,215.759995,216.750000,195.615860,70080500
2016-07-27,217.190002,217.270004,215.619995,216.520004,195.408340,84083900
2016-07-28,216.289993,217.110001,215.750000,216.770004,195.633926,65035700
2016-07-29,216.460007,217.539993,216.130005,217.119995,195.949814,79519400
2016-08-01,217.190002,217.649994,216.410004,216.940002,195.787354,73311400
2016-08-02,216.649994,216.830002,214.570007,215.550003,194.532883,92295500
2016-08-03,215.479996,216.250000,215.130005,216.179993,195.101456,53993600
2016-08-04,216.309998,216.779999,214.250000,216.410004,195.309036,46585500
2016-08-05,216.410004,218.229996,216.410004,218.179993,196.906448,71892200
2016-08-08,218.399994,218.520004,217.740005,218.050003,196.789108,39906500
2016-08-09,218.130005,218.759995,217.800003,218.179993,196.906448,51251700
2016-08-10,218.309998,218.399994,217.229996,217.639999,196.419144,57941100
2016-08-11,218.259995,218.940002,217.949997,218.649994,197.330597,72504300
2016-08-12,218.289993,218.710007,217.990005,218.460007,197.159164,61313500
2016-08-15,218.889999,219.500000,218.880005,219.089996,197.727737,49813500
2016-08-16,218.600006,218.679993,217.960007,217.960007,196.707886,53213600
2016-08-17,218.000000,218.529999,217.020004,218.369995,197.077896,75134300
2016-08-18,218.339996,218.899994,218.210007,218.860001,197.520142,52989300
2016-08-19,218.309998,218.750000,217.740005,218.539993,197.231339,75443000
2016-08-22,218.259995,218.800003,217.830002,218.529999,197.222305,61368800
2016-08-23,219.250000,219.600006,218.899994,218.970001,197.619415,53399200
2016-08-24,218.800003,218.910004,217.360001,217.850006,196.608643,71728900
2016-08-25,217.399994,218.190002,217.220001,217.699997,196.473221,69224800
2016-08-26,217.919998,219.119995,216.250000,217.289993,196.103226,122506300
2016-08-29,217.440002,218.669998,217.399994,218.360001,197.068893,70502200
2016-08-30,218.259995,218.589996,217.350006,218.000000,196.744034,58114500
2016-08-31,217.610001,217.750000,216.470001,217.380005,196.184448,85269500
2016-09-01,217.369995,217.729996,216.029999,217.389999,196.193451,97844200
2016-09-02,218.389999,218.869995,217.699997,218.369995,197.077896,79293900
2016-09-06,218.699997,219.119995,217.860001,219.029999,197.673599,56702100
2016-09-07,218.839996,219.220001,218.300003,219.009995,197.655518,76554900
2016-09-08,218.619995,218.940002,218.149994,218.509995,197.204269,74102900
2016-09-09,216.970001,217.029999,213.250000,213.279999,192.484192,221589100
2016-09-12,212.389999,216.809998,212.309998,216.339996,195.245880,168110900
2016-09-13,214.839996,215.149994,212.500000,213.229996,192.439087,182828800
2016-09-14,213.289993,214.699997,212.500000,213.149994,192.366898,134185500
2016-09-15,212.960007,215.729996,212.750000,215.279999,194.289230,134427900
2016-09-16,213.479996,213.690002,212.570007,213.369995,193.538177,155236400
2016-09-19,214.130005,214.880005,213.029999,213.410004,193.574432,80250500
2016-09-20,214.410004,214.589996,213.380005,213.419998,193.583496,69665300
2016-09-21,214.240005,216.029999,213.440002,215.820007,195.760483,110284400
2016-09-22,217.000000,217.529999,216.710007,217.179993,196.994019,76678700
2016-09-23,216.720001,216.880005,215.880005,215.990005,195.914673,73630900
2016-09-26,215.020004,215.229996,214.009995,214.240005,194.327301,89827300
2016-09-27,214.050003,215.679993,213.619995,215.570007,195.533707,78494800
2016-09-28,215.830002,216.820007,214.710007,216.639999,196.504196,87411000
2016-09-29,216.399994,216.869995,214.039993,214.679993,194.726379,128070600
2016-09-30,215.649994,217.119995,215.360001,216.300003,196.195862,117202900
2016-10-03,215.820007,216.039993,215.039993,215.779999,195.724182,83512100
2016-10-04,215.910004,216.169998,213.990005,214.679993,194.726379,119948100
2016-10-05,215.410004,216.130005,215.330002,215.630005,195.588120,72816000
2016-10-06,215.369995,216.039993,214.740005,215.779999,195.724182,62927400
2016-10-07,216.100006,216.300003,214.190002,215.039993,195.052933,89788300
2016-10-10,216.160004,216.699997,215.990005,216.160004,196.068832,51855000
2016-10-11,215.660004,215.740005,212.580002,213.429993,193.592575,130367400
2016-10-12,213.589996,214.320007,213.009995,213.710007,193.846573,73866100
2016-10-13,212.160004,213.589996,211.210007,213.009995,193.211639,101357000
2016-10-14,214.149994,214.690002,213.029999,213.119995,193.311417,93346200
2016-10-17,213.089996,213.389999,212.169998,212.380005,192.640182,58275700
2016-10-18,214.240005,214.309998,213.270004,213.710007,193.846573,76869700
2016-10-19,214.020004,214.639999,213.600006,214.279999,194.363556,66519200
2016-10-20,213.869995,214.529999,213.110001,213.880005,194.000809,73639800
2016-10-21,213.880005,214.080002,212.759995,213.979996,194.091476,89089100
2016-10-24,215.000000,215.320007,214.479996,214.889999,194.916885,60146600
2016-10-25,214.679993,214.979996,213.979996,214.169998,194.263809,66542300
2016-10-26,213.210007,214.419998,212.929993,213.740005,193.873779,75705500
2016-10-27,214.580002,214.619995,213.080002,213.169998,193.356750,77220200
2016-10-28,213.139999,213.929993,211.710007,212.539993,192.785309,140623200
2016-10-31,212.929993,213.190002,212.360001,212.550003,192.794434,61272500
2016-11-01,212.929993,212.990005,209.600006,211.009995,191.397522,122781800
2016-11-02,210.649994,211.100006,209.229996,209.740005,190.245544,103330800
2016-11-03,209.990005,210.240005,208.460007,208.779999,189.374756,88939300
2016-11-04,208.910004,209.889999,208.380005,208.550003,189.166168,109122100
2016-11-07,208.550003,213.190002,208.550003,213.149994,193.338608,109794900
2016-11-08,212.690002,214.770004,212.380005,214.110001,194.209381,106772100
2016-11-09,212.369995,217.100006,212.339996,216.380005,196.268417,258429000
2016-11-10,217.300003,218.309998,215.220001,216.919998,196.758179,172113300
2016-11-11,216.080002,216.699997,215.320007,216.419998,196.304657,100552700
2016-11-14,217.029999,217.270004,215.720001,216.589996,196.458878,94580000
2016-11-15,217.039993,218.279999,216.800003,218.279999,197.991791,91652600
2016-11-16,217.559998,218.139999,217.419998,217.869995,197.619904,65617700
2016-11-17,218.050003,219.059998,217.919998,218.990005,198.635773,69797200
2016-11-18,219.070007,219.270004,218.289993,218.500000,198.191376,86265800
2016-11-21,219.169998,220.179993,219.000000,220.149994,199.687973,72402600
2016-11-22,220.509995,220.789993,219.729996,220.580002,200.077988,67429000
2016-11-23,219.979996,220.759995,219.750000,220.699997,200.186859,56620200
2016-11-25,221.100006,221.559998,221.009995,221.520004,200.930679,37872300
2016-11-28,221.160004,221.479996,220.360001,220.479996,199.987335,76572500
2016-11-29,220.520004,221.440002,220.169998,220.910004,200.377380,69886700
2016-11-30,221.630005,221.820007,220.309998,220.380005,199.896652,113291800
2016-12-01,220.729996,220.729996,219.149994,219.570007,199.161880,79040500
2016-12-02,219.669998,220.250000,219.259995,219.679993,199.261673,74840300
2016-12-05,220.649994,221.399994,220.419998,221.000000,200.459000,67837800
2016-12-06,221.220001,221.740005,220.660004,221.699997,201.093933,59877400
2016-12-07,221.520004,224.669998,221.380005,224.600006,203.724396,110738100
2016-12-08,224.570007,225.699997,224.259995,225.149994,204.223251,99714400
2016-12-09,225.410004,226.529999,225.369995,226.509995,205.456833,88005800
2016-12-12,226.399994,226.960007,225.759995,226.250000,205.221024,102016100
2016-12-13,227.020004,228.339996,227.000000,227.759995,206.590698,110477500
2016-12-14,227.410004,228.229996,225.369995,225.880005,204.885437,142501800
2016-12-15,226.160004,227.809998,225.889999,226.809998,205.728989,124972600
2016-12-16,226.009995,226.080002,224.669998,225.039993,205.326630,156420200
2016-12-19,225.250000,226.020004,225.080002,225.529999,205.773697,90341100
2016-12-20,226.149994,226.570007,225.880005,226.399994,206.567474,89838800
2016-12-21,226.250000,226.449997,225.770004,225.770004,205.992661,67909000
2016-12-22,225.600006,225.740005,224.919998,225.380005,205.636810,56219100
2016-12-23,225.429993,225.720001,225.210007,225.710007,205.937927,36697800
2016-12-27,226.020004,226.729996,226.000000,226.270004,206.448837,42672500
2016-12-28,226.570007,226.589996,224.270004,224.399994,204.742676,64095000
2016-12-29,224.479996,224.889999,223.839996,224.350006,204.697083,48696100
2016-12-30,224.729996,224.830002,222.729996,223.529999,203.948883,108998300
2017-01-03,225.039993,225.830002,223.880005,225.240005,205.509125,91366500
2017-01-04,225.619995,226.750000,225.610001,226.580002,206.731705,78744400
2017-01-05,226.270004,226.580002,225.479996,226.399994,206.567474,78379000
2017-01-06,226.529999,227.750000,225.899994,227.210007,207.306519,71559900
2017-01-09,226.910004,227.070007,226.419998,226.460007,206.622223,46939700
2017-01-10,226.479996,227.449997,226.009995,226.460007,206.622223,63771900
2017-01-11,226.360001,227.100006,225.589996,227.100006,207.206161,74650000
2017-01-12,226.500000,226.750000,224.960007,226.529999,206.686081,72113200
2017-01-13,226.729996,227.399994,226.690002,227.050003,207.160522,62717900
2017-01-17,226.309998,226.779999,225.800003,226.250000,206.430634,61240800
2017-01-18,226.539993,226.800003,225.899994,226.750000,206.886810,54793300
2017-01-19,226.839996,227.000000,225.410004,225.910004,206.120407,66608800
2017-01-20,226.699997,227.309998,225.970001,226.740005,206.877716,129168600
2017-01-23,226.740005,226.809998,225.270004,226.149994,206.339401,75061600
2017-01-24,226.399994,228.080002,226.270004,227.600006,207.662354,95555300
2017-01-25,228.699997,229.570007,228.509995,229.570007,209.459808,84437700
2017-01-26,229.399994,229.710007,229.009995,229.330002,209.240799,59970700
2017-01-27,229.419998,229.589996,228.759995,228.970001,208.912384,59711100
2017-01-30,228.169998,228.199997,226.410004,227.550003,207.616745,79737300
2017-01-31,226.979996,227.600006,226.320007,227.529999,207.598480,75880800
2017-02-01,227.529999,228.589996,226.940002,227.619995,207.680603,79117700
2017-02-02,227.619995,228.100006,226.820007,227.770004,207.817490,69657600
2017-02-03,228.820007,229.550003,228.460007,229.339996,209.249908,80563200
2017-02-06,228.869995,229.330002,228.539993,228.929993,208.875839,57790100
2017-02-07,229.380005,229.660004,228.720001,228.940002,208.884979,57931200
2017-02-08,228.940002,229.389999,228.309998,229.240005,209.158646,51566200
2017-02-09,229.240005,230.949997,229.240005,230.600006,210.399551,65955200
2017-02-10,231.000000,231.770004,230.619995,231.509995,211.229828,66015900
2017-02-13,232.080002,233.070007,232.050003,232.770004,212.379440,55182100
2017-02-14,232.559998,233.710007,232.160004,233.699997,213.227982,71109000
2017-02-15,233.449997,235.139999,233.389999,234.919998,214.341125,86785800
2017-02-16,234.949997,235.160004,233.850006,234.720001,214.158646,84722400
2017-02-17,233.949997,235.089996,233.929993,235.089996,214.496216,77204100
2017-02-21,235.520004,236.690002,235.509995,236.490005,215.773621,88946100
2017-02-22,236.020004,236.539993,235.830002,236.279999,215.581985,62115200
2017-02-23,236.880005,236.899994,235.559998,236.440002,215.727997,74615900
2017-02-24,235.460007,236.789993,235.410004,236.740005,216.001694,82381600
2017-02-27,236.639999,237.309998,236.350006,237.110001,216.339294,56515400
2017-02-28,236.669998,236.949997,236.020004,236.470001,215.755356,96961900
2017-03-01,238.389999,240.320007,238.369995,239.779999,218.775375,149158200
2017-03-02,239.559998,239.570007,238.210007,238.270004,217.397705,70246000
2017-03-03,238.169998,238.610001,237.729996,238.419998,217.534515,81974300
2017-03-06,237.500000,238.119995,237.009995,237.710007,216.886765,55391500
2017-03-07,237.360001,237.770004,236.759995,237.000000,216.238937,65103700
2017-03-08,237.339996,237.639999,236.399994,236.559998,215.837448,78168800
2017-03-09,236.699997,237.240005,235.740005,236.860001,216.111160,90683900
2017-03-10,237.970001,238.020004,236.589996,237.690002,216.868484,81991700
2017-03-13,237.619995,237.860001,237.240005,237.809998,216.977951,57256800
2017-03-14,237.179993,237.240005,236.190002,236.899994,216.147675,59880800
2017-03-15,237.559998,239.440002,237.289993,238.949997,218.018127,96081800
2017-03-16,239.110001,239.199997,238.100006,238.479996,217.589310,78344000
2017-03-17,237.750000,237.970001,237.029999,237.029999,217.207123,89002100
2017-03-20,237.029999,237.360001,236.320007,236.770004,216.968887,52537000
2017-03-21,237.470001,237.610001,233.580002,233.729996,214.183121,131809300
2017-03-22,233.770004,234.610001,233.050003,234.279999,214.687164,97569200
2017-03-23,234.279999,235.339996,233.600006,234.029999,214.458023,100410300
2017-03-24,234.380005,235.039993,232.960007,233.860001,214.302261,112504900
2017-03-27,231.929993,233.919998,231.610001,233.619995,214.082321,87454500
2017-03-28,233.270004,235.809998,233.139999,235.320007,215.640121,93483900
2017-03-29,234.990005,235.809998,234.729996,235.539993,215.841736,61950400
2017-03-30,235.470001,236.520004,235.270004,236.289993,216.529022,56737900
2017-03-31,235.899994,236.509995,235.679993,235.740005,216.025040,73733100
2017-04-03,235.800003,236.029999,233.910004,235.330002,215.649292,85546500
2017-04-04,235.000000,235.580002,234.559998,235.479996,215.786789,56466200
2017-04-05,236.259995,237.389999,234.539993,234.779999,215.145325,108800600
2017-04-06,234.940002,236.039993,234.429993,235.440002,215.750107,69135800
2017-04-07,235.149994,236.000000,234.639999,235.199997,215.530197,74412300
2017-04-10,235.360001,236.259995,234.729996,235.339996,215.658432,67615300
2017-04-11,234.899994,235.179993,233.339996,235.059998,215.401901,88045300
2017-04-12,234.740005,234.960007,233.770004,234.029999,214.458023,81864400
2017-04-13,233.639999,234.490005,232.509995,232.509995,213.065170,92880400
2017-04-17,233.110001,234.570007,232.880005,234.570007,214.952881,68405400
2017-04-18,233.720001,234.490005,233.080002,233.869995,214.311401,83225800
2017-04-19,234.520004,234.949997,233.179993,233.440002,213.917343,68699900
2017-04-20,234.149994,235.850006,233.779999,235.339996,215.658432,92572200
2017-04-21,235.250000,235.309998,234.130005,234.589996,214.971207,110389800
2017-04-24,237.179993,237.410004,234.559998,237.169998,217.335464,119209900
2017-04-25,237.910004,238.949997,237.809998,238.550003,218.600052,76698300
2017-04-26,238.509995,239.529999,238.350006,238.399994,218.462540,84702500
2017-04-27,238.770004,238.949997,237.979996,238.600006,218.645828,57410300
2017-04-28,238.899994,238.929993,237.929993,238.080002,218.169327,63532800
2017-05-01,238.679993,239.169998,238.199997,238.679993,218.719131,66882500
2017-05-02,238.839996,238.979996,238.300003,238.770004,218.801605,57375700
2017-05-03,238.770004,238.880005,237.699997,238.479996,218.535904,73137700
2017-05-04,238.830002,238.919998,237.779999,238.759995,218.792435,61462700
2017-05-05,239.190002,239.720001,238.679993,239.699997,219.653809,62001300
2017-05-08,239.750000,239.919998,239.169998,239.660004,219.617203,48385700
2017-05-09,239.960007,240.190002,239.039993,239.440002,219.415619,51363200
2017-05-10,239.389999,239.869995,239.149994,239.869995,219.809647,54293800
2017-05-11,239.350006,239.570007,238.130005,239.380005,219.360611,62358300
2017-05-12,239.089996,239.429993,238.669998,238.979996,218.994034,53912700
2017-05-15,239.470001,240.440002,239.449997,240.300003,220.203705,61918900
2017-05-16,240.639999,240.669998,239.630005,240.080002,220.002090,51241800
2017-05-17,240.080002,240.080002,235.750000,235.820007,216.098328,172174100
2017-05-18,235.729996,237.750000,235.429993,236.770004,216.968887,107047700
2017-05-19,237.330002,239.080002,237.270004,238.309998,218.380081,115011400
2017-05-22,238.899994,239.710007,238.820007,239.520004,219.488922,61010600
2017-05-23,239.949997,240.240005,239.509995,240.050003,219.974594,48341700
2017-05-24,240.320007,240.729996,239.929993,240.610001,220.487762,46927700
2017-05-25,241.199997,242.080002,240.960007,241.759995,221.541550,64071700
2017-05-26,241.539993,241.899994,241.449997,241.710007,221.495758,46629900
2017-05-30,241.339996,241.789993,241.160004,241.500000,221.303329,35201900
2017-05-31,241.839996,241.880005,240.639999,241.440002,221.248337,91796000
2017-06-01,241.970001,243.380005,241.639999,243.360001,223.007767,68962000
2017-06-02,243.419998,244.350006,243.080002,244.169998,223.750015,88666100
2017-06-05,243.970001,244.300003,243.759995,243.990005,223.585083,44698800
2017-06-06,243.339996,243.979996,243.119995,243.210007,222.870300,50375400
2017-06-07,243.600006,243.919998,242.830002,243.660004,223.282684,54144300
2017-06-08,243.770004,244.330002,243.169998,243.779999,223.392654,65950700
2017-06-09,244.089996,245.009995,241.949997,243.410004,223.053604,132256400
2017-06-12,243.130005,243.419998,242.380005,243.360001,223.007767,86108100
2017-06-13,243.979996,244.610001,243.580002,244.550003,224.098251,60067000
2017-06-14,244.860001,244.869995,243.289993,244.240005,223.814194,78602300
2017-06-15,242.679993,243.910004,242.360001,243.770004,223.383499,66464900
2017-06-16,242.770004,242.830002,241.630005,242.639999,223.432281,84553100
2017-06-19,243.589996,244.729996,243.479996,244.660004,225.292389,65123800
2017-06-20,244.250000,244.259995,242.990005,243.009995,223.773010,56906400
2017-06-21,243.460007,243.589996,242.410004,242.949997,223.717773,55977600
2017-06-22,242.960007,243.529999,242.639999,242.839996,223.616470,44148100
2017-06-23,242.910004,243.509995,242.470001,243.130005,223.883484,66986800
2017-06-26,243.899994,244.380005,243.050003,243.289993,224.030823,56700500
2017-06-27,243.039993,243.380005,241.309998,241.330002,222.225983,82247700
2017-06-28,242.500000,243.720001,242.229996,243.490005,224.215012,70042600
2017-06-29,243.660004,243.720001,239.960007,241.350006,222.244385,106949700
2017-06-30,242.279999,242.710007,241.580002,241.800003,222.658844,86820700
2017-07-03,242.880005,243.380005,242.210007,242.210007,223.036331,39153800
2017-07-05,242.630005,243.009995,241.699997,242.770004,223.552002,54427600
2017-07-06,241.889999,242.029999,240.339996,240.550003,221.507706,65400800
2017-07-07,241.210007,242.279999,240.559998,242.110001,222.944244,57972300
2017-07-10,242.110001,242.800003,241.759995,242.369995,223.183670,36663300
2017-07-11,242.369995,242.550003,240.850006,242.190002,223.017899,50354600
2017-07-12,243.300003,244.199997,243.300003,244.009995,224.693848,59610400
2017-07-13,244.020004,244.550003,243.759995,244.419998,225.071381,39471600
2017-07-14,244.419998,245.970001,244.309998,245.559998,226.121124,60262700
2017-07-17,245.470001,245.910004,245.330002,245.529999,226.093506,33531900
2017-07-18,245.059998,245.720001,244.669998,245.660004,226.213226,42742500
2017-07-19,246.020004,247.000000,246.009995,246.990005,227.437958,51034300
2017-07-20,247.279999,247.419998,246.470001,247.100006,227.539215,47135200
2017-07-21,246.440002,246.910004,246.179993,246.880005,227.336655,82340800
2017-07-24,246.789993,246.979996,246.279999,246.820007,227.281372,46622300
2017-07-25,247.679993,247.800003,247.160004,247.419998,227.833893,54915600
2017-07-26,247.750000,247.789993,247.130005,247.429993,227.843079,47575400
2017-07-27,247.960007,248.000000,245.679993,247.199997,227.631271,70766600
2017-07-28,246.649994,247.059998,246.130005,246.910004,227.364243,50088400
2017-07-31,247.369995,247.479996,246.529999,246.770004,227.235352,65838700
2017-08-01,247.460007,247.500000,246.720001,247.320007,227.741837,55050400
2017-08-02,247.470001,247.600006,246.369995,247.440002,227.852325,47211200
2017-08-03,247.309998,247.339996,246.639999,246.960007,227.410309,40856000
2017-08-04,247.520004,247.789993,246.970001,247.410004,227.824692,60191800
2017-08-07,247.490005,247.869995,247.369995,247.869995,228.248276,31995000
2017-08-08,247.509995,248.910004,246.830002,247.259995,227.686569,61719400
2017-08-09,246.470001,247.309998,246.059998,247.250000,227.677353,62632600
2017-08-10,246.289993,246.440002,243.699997,243.759995,224.463654,120479500
2017-08-11,244.020004,244.800003,243.750000,244.119995,224.795151,74869900
2017-08-14,245.589996,246.789993,245.550003,246.539993,227.023560,73291900
2017-08-15,246.979996,247.000000,246.160004,246.509995,226.995926,55242700
2017-08-16,247.110001,247.570007,246.449997,246.940002,227.391937,56715500
2017-08-17,246.240005,246.600006,243.089996,243.089996,223.846680,128490400
2017-08-18,242.899994,244.190002,242.199997,242.710007,223.496765,136748000
2017-08-21,242.639999,243.199997,241.830002,242.899994,223.671661,65469700
2017-08-22,243.570007,245.619995,243.550003,245.440002,226.010681,63140100
2017-08-23,244.330002,245.050003,244.160004,244.559998,225.200302,50203800
2017-08-24,245.000000,245.179993,243.750000,243.990005,224.675430,50741700
2017-08-25,244.899994,245.610001,244.389999,244.559998,225.200302,64445900
2017-08-28,245.169998,245.199997,244.089996,244.570007,225.209564,40565600
2017-08-29,243.059998,245.149994,242.929993,244.850006,225.467331,51135700
2017-08-30,244.830002,246.320007,244.619995,246.009995,226.535507,62030800
2017-08-31,246.720001,247.770004,246.050003,247.490005,227.898376,103803900
2017-09-01,247.919998,248.330002,247.669998,247.839996,228.220627,62007000
2017-09-05,247.259995,247.520004,244.949997,246.059998,226.581528,91398800
2017-09-06,246.839996,247.279999,246.229996,246.899994,227.355042,57916900
2017-09-07,247.250000,247.270004,246.399994,246.869995,227.327423,58034700
2017-09-08,246.539993,247.110001,246.300003,246.580002,227.060364,63832800
2017-09-11,248.039993,249.300003,248.020004,249.210007,229.482224,71364800
2017-09-12,249.630005,250.089996,249.419998,250.050003,230.255737,56896000
2017-09-13,249.720001,250.210007,249.589996,250.169998,230.366180,59228000
2017-09-14,249.800003,250.320007,249.600006,250.089996,230.292526,95446300
2017-09-15,248.690002,249.289993,248.570007,249.190002,230.602570,95432400
2017-09-18,249.610001,250.119995,249.279999,249.720001,231.093018,46235200
2017-09-19,250.000000,250.070007,249.600006,249.970001,231.324417,47108100
2017-09-20,250.070007,250.190002,248.919998,250.059998,231.407669,59574100
2017-09-21,249.880005,249.979996,249.190002,249.389999,230.787613,48211400
2017-09-22,249.050003,249.630005,249.020004,249.440002,230.833923,51214000
2017-09-25,249.149994,249.550003,248.080002,248.929993,230.361938,57064400
2017-09-26,249.419998,249.699997,248.809998,249.080002,230.500763,54082000
2017-09-27,249.880005,250.490005,248.869995,250.050003,231.398407,81001400
2017-09-28,249.729996,250.440002,249.630005,250.350006,231.676010,44778800
2017-09-29,250.339996,251.320007,250.130005,251.229996,232.490402,85578000
2017-10-02,251.490005,252.320007,251.289993,252.320007,233.499084,59023000
2017-10-03,252.320007,252.889999,252.229996,252.860001,233.998779,66810200
2017-10-04,252.690002,253.440002,252.559998,253.160004,234.276443,55953600
2017-10-05,253.539993,254.679993,253.199997,254.660004,235.664551,63522800
2017-10-06,254.149994,254.699997,253.850006,254.369995,235.396194,80646000
2017-10-09,254.630005,254.699997,253.649994,253.949997,235.007492,35803100
2017-10-10,254.600006,255.050003,253.979996,254.619995,235.627518,43057400
2017-10-11,254.509995,255.020004,254.320007,255.020004,235.997696,47674300
2017-10-12,254.660004,255.059998,254.369995,254.639999,235.645996,47065100
